Word,Start Time,End Time,start_time_diff,Speaker_A,Speaker_B,PairID,PersonID,Speaker,Speaker_original,Backchannel,Overlap,Turn,Contested,Normalized_Start,Normalized_End,Sent,Turn Start,Turn End,Speaker_original_turn,Speaker_turn,Sentiment,word_count,Turn_Boundary
hi,12.255241,12.574596,0.0,0,1,20240522_1325_S3WBLMW3QQXC,1716396830476-94efdc3a-3f86-41c3-bf7a-fb60f737a28a-cam-audio-1716396831425,B,B,0,0,1,0,0.0,0.0,hi,0.0,0.0,B_1,B_1,0.0,1,0.0
okay,25.505001,25.585,0.0,1,0,20240522_1325_S3WBLMW3QQXC,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,A,0,0,2,0,0.019380932291773317,0.01903083699100221,okay actually start okay i approach my i approach this negotiation with the sense of emergency urgency and diminish and the that will one month on a proposing event just that luxury it's necessary forward for my well being and continuing productivity as a higher specific scientists test with numerous couple days and a promising career the my absence undoubtedly lily leave avoids at the right,0.019380932291773317,0.07800178098528945,A_2,A_2,0.17232142857142857,66,0.03900089049264473
actually,25.744999,26.065,0.2399979999999999,1,0,20240522_1325_S3WBLMW3QQXC,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,A,0,0,2,0,0.01973198657412719,0.019732952140976114,okay actually start okay i approach my i approach this negotiation with the sense of emergency urgency and diminish and the that will one month on a proposing event just that luxury it's necessary forward for my well being and continuing productivity as a higher specific scientists test with numerous couple days and a promising career the my absence undoubtedly lily leave avoids at the right,0.019380932291773317,0.07800178098528945,A_2,A_2,0.17232142857142857,66,0.03900089049264473
start,26.065,26.305,0.3200010000000013,1,0,20240522_1325_S3WBLMW3QQXC,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,A,0,0,2,0,0.020200064313973025,0.020084009715963063,okay actually start okay i approach my i approach this negotiation with the sense of emergency urgency and diminish and the that will one month on a proposing event just that luxury it's necessary forward for my well being and continuing productivity as a higher specific scientists test with numerous couple days and a promising career the my absence undoubtedly lily leave avoids at the right,0.019380932291773317,0.07800178098528945,A_2,A_2,0.17232142857142857,66,0.03900089049264473
okay,29.679998,29.839998,3.614998,1,0,20240522_1325_S3WBLMW3QQXC,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,A,0,0,2,0,0.025487860581444734,0.025254792322061913,okay actually start okay i approach my i approach this negotiation with the sense of emergency urgency and diminish and the that will one month on a proposing event just that luxury it's necessary forward for my well being and continuing productivity as a higher specific scientists test with numerous couple days and a promising career the my absence undoubtedly lily leave avoids at the right,0.019380932291773317,0.07800178098528945,A_2,A_2,0.17232142857142857,66,0.03900089049264473
i,31.199999,31.439999,1.520000999999997,1,0,20240522_1325_S3WBLMW3QQXC,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,A,0,0,2,0,0.027711224360443577,0.02759517761804815,okay actually start okay i approach my i approach this negotiation with the sense of emergency urgency and diminish and the that will one month on a proposing event just that luxury it's necessary forward for my well being and continuing productivity as a higher specific scientists test with numerous couple days and a promising career the my absence undoubtedly lily leave avoids at the right,0.019380932291773317,0.07800178098528945,A_2,A_2,0.17232142857142857,66,0.03900089049264473
approach,31.439999,31.839998,0.240000000000002,1,0,20240522_1325_S3WBLMW3QQXC,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,A,0,0,2,0,0.02806228156827418,0.02818027211361984,okay actually start okay i approach my i approach this negotiation with the sense of emergency urgency and diminish and the that will one month on a proposing event just that luxury it's necessary forward for my well being and continuing productivity as a higher specific scientists test with numerous couple days and a promising career the my absence undoubtedly lily leave avoids at the right,0.019380932291773317,0.07800178098528945,A_2,A_2,0.17232142857142857,66,0.03900089049264473
my,31.839998,32.339996,0.3999990000000011,1,0,20240522_1325_S3WBLMW3QQXC,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,A,0,0,2,0,0.02864737545192015,0.028911639136029527,okay actually start okay i approach my i approach this negotiation with the sense of emergency urgency and diminish and the that will one month on a proposing event just that luxury it's necessary forward for my well being and continuing productivity as a higher specific scientists test with numerous couple days and a promising career the my absence undoubtedly lily leave avoids at the right,0.019380932291773317,0.07800178098528945,A_2,A_2,0.17232142857142857,66,0.03900089049264473
sure,32.87827,33.19673,20.623029,0,1,20240522_1325_S3WBLMW3QQXC,1716396830476-94efdc3a-3f86-41c3-bf7a-fb60f737a28a-cam-audio-1716396831425,B,B,1,0,2,0,0.030166095740623046,0.030164818137899823,sure,0.030166095740623046,0.030164818137899823,B_2,B_2,0.5,1,0.024772875214836572
i,33.12,33.36,1.280001999999996,1,0,20240522_1325_S3WBLMW3QQXC,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,A,0,1,2,1,0.030519683485826753,0.030403639680683655,okay actually start okay i approach my i approach this negotiation with the sense of emergency urgency and diminish and the that will one month on a proposing event just that luxury it's necessary forward for my well being and continuing productivity as a higher specific scientists test with numerous couple days and a promising career the my absence undoubtedly lily leave avoids at the right,0.019380932291773317,0.07800178098528945,A_2,A_2,0.17232142857142857,66,0.03900089049264473
