positive_bert,negative_bert,neutral_bert
0.4082343280315399,0.08270348608493805,0.5090621709823608
0.4082343280315399,0.08270348608493805,0.5090621709823608
0.17188236117362976,0.04876530542969704,0.7793523669242859
0.4800681471824646,0.10225525498390198,0.41767656803131104
0.9192543029785156,0.0033316302578896284,0.0774141177535057
0.4800681471824646,0.10225525498390198,0.41767656803131104
0.9684932231903076,0.0031176775228232145,0.02838911861181259
0.35685449838638306,0.011259883642196655,0.6318855881690979
0.6119614243507385,0.011134164407849312,0.3769044280052185
0.08413422107696533,0.024942265823483467,0.8909235000610352
0.015020686201751232,0.6162934303283691,0.36868584156036377
0.07263986021280289,0.03366726264357567,0.8936928510665894
0.11170998215675354,0.04980364069342613,0.8384863138198853
0.29877933859825134,0.009551879949867725,0.6916687488555908
0.0565451942384243,0.4823116958141327,0.4611431360244751
0.01741233468055725,0.7150589227676392,0.2675287425518036
0.0649351105093956,0.46589308977127075,0.46917182207107544
0.03506423160433769,0.14324700832366943,0.821688711643219
0.2807920277118683,0.13083884119987488,0.5883691310882568
0.10212884098291397,0.011088134720921516,0.8867830634117126
0.2807920277118683,0.13083884119987488,0.5883691310882568
0.053151026368141174,0.11959201097488403,0.827256977558136
0.009210794232785702,0.8524180054664612,0.13837121427059174
0.05409958213567734,0.08460623025894165,0.861294150352478
0.03494715690612793,0.579695999622345,0.3853568136692047
0.06239788234233856,0.040482327342033386,0.8971197605133057
0.009523306973278522,0.843285083770752,0.14719164371490479
0.012740544974803925,0.7303748726844788,0.25688454508781433
0.028900859877467155,0.5930623412132263,0.37803685665130615
0.03440466523170471,0.1103890910744667,0.8552062511444092
0.06628307700157166,0.496669739484787,0.43704715371131897
0.1477176696062088,0.02378445491194725,0.8284977674484253
0.09965991228818893,0.15997314453125,0.7403668761253357
0.11865372955799103,0.05176687613129616,0.8295792937278748
0.012625738978385925,0.76194167137146,0.22543267905712128
0.07890181243419647,0.06164667382836342,0.8594514727592468
0.04095129668712616,0.4974312484264374,0.46161746978759766
0.1432998925447464,0.059439171105623245,0.7972609996795654
0.043273165822029114,0.5274935364723206,0.4292333424091339
0.03269556164741516,0.0801168754696846,0.8871874809265137
0.03978772461414337,0.602967381477356,0.35724496841430664
0.44606077671051025,0.025140870362520218,0.5287983417510986
0.011880242265760899,0.7847102284431458,0.20340949296951294
0.322303831577301,0.009912088513374329,0.6677840948104858
0.013300592079758644,0.6897189617156982,0.2969803810119629
0.17908093333244324,0.012037526816129684,0.8088815212249756
0.1549227386713028,0.3798091411590576,0.4652681052684784
0.9481076598167419,0.0019474509172141552,0.049944907426834106
0.09127993136644363,0.16845528781414032,0.7402647733688354
0.36027324199676514,0.034268490970134735,0.6054583191871643
0.007861779071390629,0.8262679576873779,0.16587023437023163
0.07329733669757843,0.05547727271914482,0.8712253570556641
0.0699499100446701,0.0804910808801651,0.84955894947052
0.5003308057785034,0.10358627885580063,0.39608290791511536
0.6663084030151367,0.06227878853678703,0.27141284942626953
0.512510359287262,0.009157009422779083,0.47833263874053955
0.014077777974307537,0.6216534376144409,0.3642687201499939
0.7933824062347412,0.012576263397932053,0.19404137134552002
0.026080721989274025,0.5633406639099121,0.4105786085128784
0.9153322577476501,0.008730079978704453,0.07593774050474167
0.2138386219739914,0.01902523636817932,0.7671361565589905
0.4800681471824646,0.10225525498390198,0.41767656803131104
0.9370393753051758,0.009948468767106533,0.053012143820524216
0.3777017593383789,0.09237466007471085,0.5299235582351685
0.05413969233632088,0.07622141391038895,0.8696388602256775
0.09415467828512192,0.07910230755805969,0.8267430663108826
0.7352439761161804,0.007835827767848969,0.2569202184677124
0.4800681471824646,0.10225525498390198,0.41767656803131104
0.7658547759056091,0.04356721043586731,0.19057799875736237
0.5956823825836182,0.022111009806394577,0.3822065591812134
0.062843918800354,0.037901051342487335,0.8992550373077393
0.0958004742860794,0.42686283588409424,0.47733667492866516
0.3777017593383789,0.09237466007471085,0.5299235582351685
0.3030073642730713,0.08659788221120834,0.6103947758674622
0.05622239038348198,0.6045035123825073,0.3392740786075592
0.09427495300769806,0.27618643641471863,0.6295386552810669
0.21339130401611328,0.024525649845600128,0.7620830535888672
0.03721662610769272,0.08226525783538818,0.8805181384086609
0.3976125717163086,0.11644130200147629,0.4859461188316345
0.3777017593383789,0.09237466007471085,0.5299235582351685
0.19289584457874298,0.14114366471767426,0.6659604907035828
0.8299596309661865,0.011731416918337345,0.15830890834331512
0.3777017593383789,0.09237466007471085,0.5299235582351685
0.7941854000091553,0.00506843626499176,0.20074613392353058
0.934138834476471,0.010641354136168957,0.05521983653306961
0.2493857741355896,0.11222449690103531,0.6383897066116333
0.3777017593383789,0.09237466007471085,0.5299235582351685
0.9520876407623291,0.012148930691182613,0.03576339781284332
0.030356986448168755,0.4440462291240692,0.5255967974662781
0.4800681471824646,0.10225525498390198,0.41767656803131104
0.7871457934379578,0.012065798044204712,0.20078834891319275
0.20597977936267853,0.22426936030387878,0.5697507858276367
0.23828330636024475,0.06715504825115204,0.6945616006851196
0.22133122384548187,0.0463971383869648,0.7322716116905212
0.10189083218574524,0.15860065817832947,0.7395085096359253
0.039410997182130814,0.22012852132320404,0.7404603958129883
0.07754635065793991,0.028107788413763046,0.8943458199501038
0.22735056281089783,0.05708294361829758,0.7155665159225464
0.06999196857213974,0.05660032480955124,0.8734076619148254
0.10365968197584152,0.03701084852218628,0.8593294024467468
0.04352620616555214,0.5278238654136658,0.42864990234375
0.23002281785011292,0.023173991590738297,0.7468032836914062
0.11617196351289749,0.20858041942119598,0.6752476692199707
0.07088322192430496,0.3271520733833313,0.6019646525382996
0.698635995388031,0.04971509054303169,0.2516489326953888
0.3777017593383789,0.09237466007471085,0.5299235582351685
0.09485043585300446,0.05449986085295677,0.8506497144699097
0.3976125717163086,0.11644130200147629,0.4859461188316345
0.01108057051897049,0.5284165740013123,0.4605028033256531
0.09875858575105667,0.061968300491571426,0.8392730355262756
0.015377613715827465,0.7811181545257568,0.20350421965122223
0.13288986682891846,0.08507319539785385,0.7820369601249695
0.057193413376808167,0.11186452955007553,0.8309420347213745
0.3186550736427307,0.18162013590335846,0.49972477555274963
0.24613386392593384,0.11743395030498505,0.6364322304725647
0.16027675569057465,0.1674230992794037,0.6723001003265381
0.06164879351854324,0.5317476987838745,0.40660345554351807
0.2865310311317444,0.13047954440116882,0.5829893946647644
0.04620709642767906,0.4093574583530426,0.544435441493988
0.0375947467982769,0.13542307913303375,0.8269821405410767
0.21641874313354492,0.08543659746646881,0.6981446743011475
0.3777017593383789,0.09237466007471085,0.5299235582351685
0.1353214681148529,0.07034915685653687,0.7943294048309326
0.08143241703510284,0.16213347017765045,0.7564341425895691
0.3030073642730713,0.08659788221120834,0.6103947758674622
0.2812547981739044,0.1446242779493332,0.5741208791732788
0.5169289112091064,0.05068487673997879,0.432386189699173
0.6048269867897034,0.0614643320441246,0.33370864391326904
0.26841920614242554,0.10400272160768509,0.62757807970047
0.261932909488678,0.06624999642372131,0.6718171238899231
0.07787744700908661,0.07378634065389633,0.8483362197875977
0.9064949154853821,0.004210534039884806,0.08929458260536194
0.0623808316886425,0.10880091786384583,0.8288182616233826
0.3976125717163086,0.11644130200147629,0.4859461188316345
0.3976125717163086,0.11644130200147629,0.4859461188316345
0.07843876630067825,0.07575245201587677,0.8458088040351868
0.17039324343204498,0.07827030122280121,0.7513365149497986
0.0989856943488121,0.07509615272283554,0.8259180784225464
0.4625642001628876,0.041129112243652344,0.4963066577911377
0.8552273511886597,0.008002200163900852,0.13677038252353668
0.3777017593383789,0.09237466007471085,0.5299235582351685
0.9740113019943237,0.004801716189831495,0.021186944097280502
0.8529070019721985,0.025953922420740128,0.12113907933235168
0.11759211122989655,0.18830737471580505,0.6941004991531372
0.2807920277118683,0.13083884119987488,0.5883691310882568
0.38691914081573486,0.1253485083580017,0.4877323508262634
0.2807920277118683,0.13083884119987488,0.5883691310882568
0.4800681471824646,0.10225525498390198,0.41767656803131104
0.1508277803659439,0.020750710740685463,0.8284215331077576
0.4800681471824646,0.10225525498390198,0.41767656803131104
0.9835297465324402,0.005063341930508614,0.011406924575567245
0.7945716381072998,0.01330347266048193,0.19212493300437927
0.9824913144111633,0.005582262296229601,0.011926413513720036
0.4800681471824646,0.10225525498390198,0.41767656803131104
0.9695732593536377,0.00337409321218729,0.027052663266658783
0.42251795530319214,0.051835574209690094,0.525646448135376
0.9852156639099121,0.0016062945360317826,0.01317807286977768
0.9869762063026428,0.0018738922663033009,0.011149916797876358
0.07401876151561737,0.15553051233291626,0.7704507112503052
0.137023463845253,0.059709955006837845,0.8032665848731995
0.39297136664390564,0.15353527665138245,0.4534933269023895
0.050454773008823395,0.126876562833786,0.822668731212616
0.2865310311317444,0.13047954440116882,0.5829893946647644
0.5302629470825195,0.055861275643110275,0.4138758182525635
0.0890771672129631,0.4963376820087433,0.4145852029323578
0.3921475112438202,0.019285310059785843,0.5885671377182007
0.25996580719947815,0.15983720123767853,0.5801969170570374
0.05702755227684975,0.07213551551103592,0.8708369135856628
0.05226583033800125,0.07508226484060287,0.8726518750190735
0.8723084330558777,0.03171074390411377,0.09598083049058914
0.20670466125011444,0.06167956069111824,0.7316157221794128
0.3030073642730713,0.08659788221120834,0.6103947758674622
0.44172579050064087,0.011081441305577755,0.5471928119659424
0.09540131688117981,0.16370077431201935,0.7408978939056396
0.5324005484580994,0.07936222851276398,0.38823720812797546
0.9310261607170105,0.014504269696772099,0.054469525814056396
0.3436722457408905,0.1825263351202011,0.4738013744354248
0.38798263669013977,0.0527876578271389,0.5592297315597534
0.4011390805244446,0.017569422721862793,0.5812914967536926
0.8833365440368652,0.007722384762018919,0.10894113034009933
0.9276900887489319,0.009724699892103672,0.06258521229028702
0.09668753296136856,0.03729306906461716,0.8660194277763367
0.4800681471824646,0.10225525498390198,0.41767656803131104
0.7982339859008789,0.031225256621837616,0.17054075002670288
0.3075038492679596,0.11080378293991089,0.5816923379898071
0.4894618093967438,0.08840011805295944,0.4221380650997162
0.2807920277118683,0.13083884119987488,0.5883691310882568
0.9623117446899414,0.0028259309474378824,0.034862324595451355
0.0587606206536293,0.5146255493164062,0.42661383748054504
0.152634859085083,0.029368359595537186,0.8179967999458313
0.032837092876434326,0.05631670728325844,0.9108462333679199
0.290120005607605,0.07106463611125946,0.6388153433799744
0.043620314449071884,0.47727546095848083,0.479104220867157
0.6132203340530396,0.03782547265291214,0.34895414113998413
0.059338025748729706,0.08504977077245712,0.8556122183799744
0.04031965136528015,0.21533820033073425,0.7443421483039856
0.41843143105506897,0.0170078556984663,0.5645606517791748
0.32322320342063904,0.13380974531173706,0.5429670214653015
0.3699256181716919,0.1395462602376938,0.4905281364917755
0.24288517236709595,0.10308483988046646,0.6540300250053406
0.10751017928123474,0.06954613327980042,0.8229436874389648
0.05500476062297821,0.4171786308288574,0.5278165936470032
0.24815675616264343,0.06514153629541397,0.6867017149925232
0.14897823333740234,0.09880436211824417,0.7522174715995789
0.40432628989219666,0.0248501468449831,0.570823609828949
0.23120734095573425,0.05964576452970505,0.7091469168663025
0.02387990429997444,0.7151741981506348,0.2609458863735199
0.2645678222179413,0.04343442991375923,0.6919978260993958
0.03217443823814392,0.5115233063697815,0.4563022553920746
0.0643313005566597,0.2810786962509155,0.6545900106430054
0.040475089102983475,0.3841908574104309,0.5753341317176819
0.2807920277118683,0.13083884119987488,0.5883691310882568
0.12375324219465256,0.02582736499607563,0.8504194617271423
0.15729036927223206,0.07139451801776886,0.7713150978088379
